,Unnamed: 0,Unnamed: 0.1,outletID,Subway Station,Tobacco Outlet Address,ZIP,Important Notes,Images (Y/N),Quality (Y/N),Quality (Y/N) Comments ,Name,Borough,name_1,Cons 1,numerator green_1,denom_all_1,Non-cons 1,numerator all_1,denom_all_1.1,name_2,Cons 2,numerator green_2,denom_all_2,Non-cons 2,Num_All_2,denom_all_2.1,Name*,Cons*,Num_Green,Denom_All,Non-cons*,Num_All,Denom_All.1,outlet_id,subway_station_x,address_x,borough_x,zip_x,ftp_visible_x,black and mild_x,bm_quantity_x,bm_flavor_x,bm_pkgclr_x,entourage_x,e_quantity_x,e_flavor_x,e_pkgclr_x,blunt wraps_x,bw_quantity_x,bw_flavor,bw_pkgclr_x,zig zag_x,zz_quantity_x,zz_flavor_x,zz_pkgclr_x,show_x,sh_quantity_x,sh_flavor_x,sh_pkgclr_x,swisher sweets_x,ss_quantity_x,ss_flavor_x,ss_pkgclr_x,hype_x,hy_quantity_x,hy_flavor_x,hy_pkgclr_x,d'ville_x,dv_quantity_x,dv_flavor_x,dv_pkgclr_x,game_x,gm_quantity_x,gm_flavor_x,gm_pkgclr_x,other_x,other_quantity_x,other_flavor_x,other_pkgclr_x,unidentifiable_brand_x,issues_x,subway_station_y,address_y,borough_y,zip_y,ftp_visible_y,black and mild_y,bm_quantity_y,bm_flavor_y,bm_pkgclr_y,entourage_y,e_quantity_y,e_flavor_y,e_pkgclr_y,blunt wraps_y,bw_quantity_y,bw_flavors,bw_pkgclr_y,zig zag_y,zz_quantity_y,zz_flavor_y,zz_pkgclr_y,show_y,sh_quantity_y,sh_flavor_y,sh_pkgclr_y,swisher sweets_y,ss_quantity_y,ss_flavor_y,ss_pkgclr_y,hype_y,hy_quantity_y,hy_flavor_y,hy_pkgclr_y,d'ville_y,dv_quantity_y,dv_flavor_y,dv_pkgclr_y,game_y,gm_quantity_y,gm_flavor_y,gm_pkgclr_y,other_y,other_quantity_y,other_flavor_y,other_pkgclr_y,unidentifiable_brand_y,issues_y,geo22,lon,lat
188,188,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,"125 St, 1 train",545 W 125TH ST Manhattan NY 10027,MN,10027.0,y,n,,,,y,1.0,palma,,y,7.0,"dp zero, dp purple, dp poco loco, dp tata, dp sweet",,y,4.0,"blue, purple, straight up, pink",,y,4.0,"og kush, tropical twistas, sweet, ba boom",,n,,,,y,5.0,"sweet, purple wave, blue mystiq, tropical",,n,,,,n,,,,"bluntville, backwoods",4.0,"blue, piff, pink diva, sweet aromatic",,,,"125 St, 1 train",545 W 125TH ST Manhattan NY 10027,MN,10027.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8149121, -73.95720709999999]", -73.95720709999999,40.8149121
189,189,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,"161 St - Yankee Stadium, 4, B & D train",876 GERARD AVE Bronx NY 10452,BX,10452.0,y,n,,,,y,1.0,palma,,y,1.0,dp kush,,y,2.0,"straight up, blue",,y,6.0,"tata, poco loco, buzz, white grape, ba boom, og kush",,n,,,,y,3.0,"summer love, purple wave, tropical",,n,,,,n,,,,"backwoods, dutch masters",6.0,"sweet aromatic, palma",,,,"161 St - Yankee Stadium, 4, B & D train",876 GERARD AVE Bronx NY 10452,BX,10452.0,Y,N,,,,Y,1.0,PALMA,,N,,,,N,,,,Y,6.0,,"YELLOW, ORANGE, GREEN, RED/GREEN, SILVER , UNID",N,,,,Y,3.0,PURPLE WAVE,"GREEN/PINK, BROWN",Y,2.0,gold,,N,,,,N,,,,,,"[40.8277782, -73.9245443]", -73.9245443,40.8277782
190,190,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,"161 St - Yankee Stadium, 4, B & D train",901 WALTON AVE Bronx NY 10452,BX,10452.0,y,n,,,,n,,,,y,2.0,dp kush,blue/silver,y,3.0,"purple, straight up",,y,3.0,sweet,,n,,,,n,,,,n,,,,y,3.0,,black,backwoods,1.0,sweet aromatic,,,,"161 St - Yankee Stadium, 4, B & D train",901 WALTON AVE Bronx NY 10452,BX,10452.0,Y,N,,,,N,,,,N,,,,N,,,,Y,3.0,,UNID,N,,,,N,,,,N,,,,Y,3.0,,UNID,N,,,,,,"[40.8281148, -73.9239955]", -73.9239955,40.8281148
191,191,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,"176 St, 4 train",21 W 176TH ST Bronx NY 10453,BX,10453.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"176 St, 4 train",21 W 176TH ST Bronx NY 10453,BX,10453.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8485745, -73.91306709999999]", -73.91306709999999,40.8485745
192,192,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,"176 St, 4 train",124 E 176TH ST Bronx NY 10453,BX,10453.0,y,n,,,,n,,,,n,,,,y,3.0,"straight up, blue, purple",,n,,,,n,,,,n,,,,n,,,,n,,,,backwoods,1.0,sweet aromatic,,,4,"176 St, 4 train",124 E 176TH ST Bronx NY 10453,BX,10453.0,Y,N,,,,N,,,,N,,,,Y,3.0,,"PURPLE, BLUE, BROWN",N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8479281, -73.9089308]", -73.9089308,40.8479281
193,193,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,"176 St, 4 train",1645 GRAND AVE Bronx NY 10453,BX,10453.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"176 St, 4 train",1645 GRAND AVE Bronx NY 10453,BX,10453.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.84720069999999, -73.9152361]", -73.9152361,40.84720069999999
194,194,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,"176 St, 4 train",1740 JEROME AVE Bronx NY 10453,BX,10453.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"176 St, 4 train",1740 JEROME AVE Bronx NY 10453,BX,10453.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.84738249999999, -73.91226069999999]", -73.91226069999999,40.84738249999999
195,195,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,"176 St, 4 train",1759 JEROME AVE Bronx NY 10453,BX,10453.0,y,n,,,,y,2.0,palma,,y,2.0,"dp kush, dp zero",,y,2.0,straight up,,y,7.0,"buzz, og kush, white grape, sweet, ba boom, poco loco, ",,n,,,,y,3.0,"blue mystiq, sweet, white grape",,n,,,,n,,,,"rock n roll, bluntville, backwoods",3.0,"sweet, pink diva, sweet aromatic",,,,"176 St, 4 train",1759 JEROME AVE Bronx NY 10453,BX,10453.0,Y,N,,,,y,1.0,Palma,,N,,,,N,,,,Y,6.0,,"Orange,yellow/green,red,yellow,2 red/green",N,,,,Y,3.0,,"Green, Red, Blue",Y,1.0,Pink Diva,,N,,,,N,,,,,,"[40.84823650000001, -73.9123067]", -73.9123067,40.84823650000001
196,196,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,"176 St, 4 train",1888 WALTON AVE Bronx NY 10453,BX,10453.0,y,n,,,,n,,,,n,,,,y,1.0,straight up,,y,1.0,buzz,,n,,,,y,3.0,"sweet, purple wave, blue mystiq",,n,,,,n,,,,,,,,,,"176 St, 4 train",1888 WALTON AVE Bronx NY 10453,BX,10453.0,Y,N,,,,N,,,,N,,,,N,,,,Y,1.0,,YELLOW,N,,,,Y,3.0,,"RED, PURPLE, BLUE",N,,,,N,,,,N,,,,,,"[40.8493752, -73.9092308]", -73.9092308,40.8493752
197,197,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,"176 St, 4 train",25 E 176TH ST Bronx NY 10453,BX,10453.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"176 St, 4 train",25 E 176TH ST Bronx NY 10453,BX,10453.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8485445, -73.9106948]", -73.9106948,40.8485445
198,198,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,"231 Street Station, 1 train",148 W 231ST ST Bronx NY 10463,BX,10463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"231 Street Station, 1 train",148 W 231ST ST Bronx NY 10463,BX,10463.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8780596, -73.90288129999999]", -73.90288129999999,40.8780596
199,199,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,"231 Street Station, 1 train",249 W 231ST ST Bronx NY 10463,BX,10463.0,y,n,,,,n,,,,n,,,,y,1.0,straight up,,y,7.0,"palma, buzz, ba boom, white grape, poco loco, sweet, og kush",,n,,,,y,4.0,"silver, blue mystiq, sweet, summer love",,n,,,,n,,,,"dutch masters, rock n roll",4.0,"palma, blue, wg, sweets",,,,"231 Street Station, 1 train",249 W 231ST ST Bronx NY 10463,BX,10463.0,Y,N,,,,N,,,,N,,,,N,,,,Y,8.0,,"BLACK/RED/GREEN,YELLOW/RED,GREEN,SILVER,4 UNID",N,,,,Y,4.0,"SILVER, SWEET CIGARILLO","BLUE, 1 UNID",N,,,,N,,,,N,,,,,,"[40.87988, -73.90630829999999]", -73.90630829999999,40.87988
200,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,"231 Street Station, 1 train",251 W 231ST ST Bronx NY 10463,BX,10463.0,y,n,,,,y,1.0,palma,,n,,,,n,,,,y,7.0,"white grape, tata, sweet, palma, og kush, poco loco",,n,,,,y,4.0,"tropical, summer love, purple mystiq",,n,,,,n,,,,"bluntville, rock n roll",4.0,"palma, piff, blue",,,,"231 Street Station, 1 train",251 W 231ST ST Bronx NY 10463,BX,10463.0,Y,N,,,,Y,1.0,PALMA,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,3.0,"GOLD, PINK DIVA",YELLOW AND BLACK,N,,,,N,,,,,,"[40.8798332, -73.9066211]", -73.9066211,40.8798332
201,201,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,"67th Ave. (E,M,R)",10425 QUEENS BLVD Queens NY 11375,QN,11375.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,N,"67th Ave. (E,M,R)",10425 QUEENS BLVD Queens NY 11375,QN,11375.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7239752, -73.8479801]", -73.8479801,40.7239752
202,202,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,"7th Ave. (B,Q)",133 6TH AVE Brooklyn NY 11217,BK,11217.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,4,"7th Ave. (B,Q)",133 6TH AVE Brooklyn NY 11217,BK,11217.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.6780633, -73.9758633]", -73.9758633,40.6780633
203,203,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,"7th Ave. (B,Q)",377 FLATBUSH AVE Brooklyn NY 11238,BK,11238.0,y,n,,,,n,,,,y,2.0,"dp kush, dp purple",,y,1.0,purple,,y,1.0,ba boom,,n,,,,y,5.0,"silver, tropical, purple wave, sweet, white grape",,y,1.0,palma,,y,4.0,,black/others,bluntville,2.0,"piff, pink diva",,,,"7th Ave. (B,Q)",377 FLATBUSH AVE Brooklyn NY 11238,BK,11238.0,Y,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,5.0,"SILVER, SWEET CIGARILLOS","PURPLE,GREEN, YELLOW,",Y,3.0,"GOLD,PINK DIVA, PIFF",,N,,,,N,,,,,,"[40.6765526, -73.97171809999999]", -73.97171809999999,40.6765526
204,204,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,"96th St, 1, 2, &3 train",2520 BROADWAY Manhattan NY 10025,MN,10025.0,y,n,,,,y,1.0,palma,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"96th St, 1, 2, &3 train",2520 BROADWAY Manhattan NY 10025,MN,10025.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.793127, -73.97205629999999]", -73.97205629999999,40.793127
205,205,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,"96th St, 1, 2, &3 train",W 97TH ST Manhattan NY 10025,MN,10025.0,y,n,,,,y,7.0,"palma, le prive, black don",,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,"bluntville, backwoods",10.0,"palma, blue, piff, pink diva, black, sweet aromatic",,,,"96th St, 1, 2, &3 train",W 97TH ST Manhattan NY 10025,MN,10025.0,Y,N,,,,Y,4.0,"3 Palma, le prive",,N,,,,N,,,,N,,,,N,,,,N,,,,Y,6.0,"Piff, 2 Pink Diva, 2 gold, Blue",,N,,,,N,,,,,,"[40.7944866, -73.9692704]", -73.9692704,40.7944866
206,206,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,"Astoria - Ditmars Blvd. (N,Q)",2208 31ST ST Queens NY 11105,QN,11105.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Astoria - Ditmars Blvd. (N,Q)",2208 31ST ST Queens NY 11105,QN,11105.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7760208, -73.9112985]", -73.9112985,40.7760208
207,207,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,"Bronx Park East, 2 & 5 train",1976 BIRCHALL AVE Bronx NY 10462,BX,10462.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Bronx Park East, 2 & 5 train",1976 BIRCHALL AVE Bronx NY 10462,BX,10462.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8486106, -73.8682961]", -73.8682961,40.8486106
208,208,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,"Bronx Park East, 2 & 5 train",1991 BRONXDALE AVE Bronx NY 10462,BX,10462.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,4,"Bronx Park East, 2 & 5 train",1991 BRONXDALE AVE Bronx NY 10462,BX,10462.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8496748, -73.8645566]", -73.8645566,40.8496748
209,209,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,"Bronx Park East, 2 & 5 train",2090 BRONXDALE AVE Bronx NY 10462,BX,10462.0,y,n,,,,n,,,,n,,,,y,1.0,straight up,,y,1.0,buzz,,n,,,,y,3.0,"silver, purple wave, blue mystiq",,n,,,,y,6.0,"silver, blue, gold",,,,,,,4,"Bronx Park East, 2 & 5 train",2090 BRONXDALE AVE Bronx NY 10462,BX,10462.0,Y,Y,1.0,ROYAL,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.85208129999999, -73.86811370000001]", -73.86811370000001,40.85208129999999
210,210,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,"Bronx Park East, 2 & 5 train",2128 CRUGER AVE Bronx NY 10462,BX,10462.0,y,n,,,,n,,,,y,1.0,sweet,,y,1.0,straight up,,y,3.0,"poco loco, ba boom, buzz",,n,,,,y,5.0,"white grape, purple wave, silver, blue mystiq, sweet",,n,,,,n,,,,"rock n roll, backwoods",2.0,"blue, sweet aromatic",,,,"Bronx Park East, 2 & 5 train",2128 CRUGER AVE Bronx NY 10462,BX,10462.0,Y,N,,,,Y,1.0,PALMA,,Y,2.0,"POCO LOCO, PURPLE",,Y,2.0,"PURPLE,BLUE",,N,,,,N,,,,Y,4.0,,"SILVER, RED, ORANGE, GREEN",Y,4.0,"PIFF, PINK DIVA,PALMA,BLUE",,N,,,,N,,,,,,"[40.8541716, -73.8665091]", -73.8665091,40.8541716
211,211,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,"Cortlandt St, N & R train",47 NASSAU ST Manhattan NY 10005,MN,10005.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Cortlandt St, N & R train",47 NASSAU ST Manhattan NY 10005,MN,10005.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7089018, -74.0093052]", -74.0093052,40.7089018
212,212,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,"Cortlandt St, N & R train",55 CHURCH ST Manhattan NY 10007,MN,10007.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Cortlandt St, N & R train",55 CHURCH ST Manhattan NY 10007,MN,10007.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7112521, -74.0102957]", -74.0102957,40.7112521
213,213,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,"Elmhurst Ave. (E,M,R)",8277 BROADWAY Queens NY 11373,QN,11373.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,N,"Elmhurst Ave. (E,M,R)",8277 BROADWAY Queens NY 11373,QN,11373.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7416928, -73.8804347]", -73.8804347,40.7416928
214,214,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,"Inwood - 207 St, A train",232 SHERMAN AVE Manhattan NY 10034,MN,10034.0,y,n,,,,y,1.0,palma,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,bluntville,1.0,palma,,,4,"Inwood - 207 St, A train",232 SHERMAN AVE Manhattan NY 10034,MN,10034.0,Y,N,,,,N,,,,Y,2.0,,"SILVER, BROWN",Y,4.0,"PURPLE, PINK,",2 UNID,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,4,,"[40.8661402, -73.9199539]", -73.9199539,40.8661402
215,215,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,"Inwood - 207 St, A train",4930A BROADWAY Manhattan NY 10034,MN,10034.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Inwood - 207 St, A train",4930A BROADWAY Manhattan NY 10034,MN,10034.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8675013, -73.9213771]", -73.9213771,40.8675013
216,216,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,"Jamaica Center - Parsons/Archer (E,J,Z)",9046 161ST ST Queens NY 11432,QN,11432.0,y,n,,,,y,1.0,palma,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,"bluntville, dutch masters",2.0,palma,,,,"Jamaica Center - Parsons/Archer (E,J,Z)",9046 161ST ST Queens NY 11432,QN,11432.0,Y,N,,,,Y,1.0,PALMA,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7042858, -73.7988666]", -73.7988666,40.7042858
217,217,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,"Jamaica Center - Parsons/Archer (E,J,Z)",9225 UNION HALL ST Queens NY 11433,QN,11433.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Jamaica Center - Parsons/Archer (E,J,Z)",9225 UNION HALL ST Queens NY 11433,QN,11433.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7032698, -73.79686029999999]", -73.79686029999999,40.7032698
218,218,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,Kosciuszko St. (J),1023 LAFAYETTE AVE Brooklyn NY 11221,BK,11221.0,y,n,,,,y,2.0,"palma, pink duchess",,y,2.0,"dp purple, dp zero",,y,2.0,"purple, straight up",,y,5.0,"palma, tropical twista, buzz, sweet, ba boom",,n,,,,y,1.0,purple wave,,y,3.0,"gold, pink",,n,,,,"rock n roll, backwoods",2.0,"blue, sweet aromatic",,,,Kosciuszko St. (J),1023 LAFAYETTE AVE Brooklyn NY 11221,BK,11221.0,Y,N,,,,Y,2.0,"PALMA, PINK DUTCHESS,",,N,,,,N,,,,Y,5.0,"POCO LOCO, BUZZ,BA BOOM, TROPICAL TWISTA, SWEET, WHITE GRAPE",,N,,,,N,,,,Y,2.0,"PINK DIVA,GOLD",,N,,,,N,,,,,,"[40.6923488, -73.9312289]", -73.9312289,40.6923488
219,219,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,Kosciuszko St. (J),26 PATCHEN AVE Brooklyn NY 11221,BK,11221.0,y,n,,,,y,9.0,palma,,y,1.0,dp up and up,,y,2.0,"blue, straight up",,n,,,,n,,,,n,,,,y,11.0,gold,,n,,,,"dutch masters, bluntville, backwoods",9.0,"palma, piff, sweet aromatic",,,N,Kosciuszko St. (J),26 PATCHEN AVE Brooklyn NY 11221,BK,11221.0,Y,N,,,,Y,25.0,21 GOLD; 4 WINE,,N,,,,Y,1.0,BLUE,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.6916521, -73.9279672]", -73.9279672,40.6916521
220,220,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,Kosciuszko St. (J),57 MALCOLM X BLVD Brooklyn NY 11221,BK,11221.0,y,n,,,,n,,,,n,,,,n,,,,y,2.0,"palma, sweet",,n,,,,y,3.0,"sweet, blue , white grape",,n,,,,n,,,,,,,,,4,Kosciuszko St. (J),57 MALCOLM X BLVD Brooklyn NY 11221,BK,11221.0,Y,N,,,,N,,,,N,,,,N,,,,Y,2.0,,"GREEN, RED",N,,,,Y,2.0,,"LIME GREEN, LIGTH BLUE",N,,,,N,,,,N,,,,,,"[40.692104, -73.930739]", -73.930739,40.692104
221,221,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,Kosciuszko St. (J),985 GREENE AVE Brooklyn NY 11221,BK,11221.0,y,n,,,,y,1.0,palma,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,backwoods,1.0,sweet aromatic,,,,Kosciuszko St. (J),985 GREENE AVE Brooklyn NY 11221,BK,11221.0,Y,N,,,,Y,1.0,GOLD,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.691272, -73.927903]", -73.927903,40.691272
222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,Norwood & Fulton,194 LOGAN ST Brooklyn NY 11208,BK,11208.0,y,n,,,,y,8.0,"black don, palma, connoisseur",,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,bluntville,5.0,"piff, palma, pink diva",,,,Norwood & Fulton,194 LOGAN ST Brooklyn NY 11208,BK,11208.0,Y,N,,,,Y,4.0,3 GOLD; 1 WINE,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,5.0,"2 PINK DIVA, 1 PIFF;2 GOLD",,N,,,,N,,,,,,"[40.6817808, -73.877994]", -73.877994,40.6817808
223,223,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,Norwood & Fulton,3153 FULTON ST Brooklyn NY 11208,BK,11208.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,Norwood & Fulton,3153 FULTON ST Brooklyn NY 11208,BK,11208.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.68199509999999, -73.878683]", -73.878683,40.68199509999999
224,224,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,"Pennsylvania Ave. (2,3,4,5)",570 PENNSYLVANIA AVE Brooklyn NY 11207,BK,11207.0,y,n,,,,n,,,,n,,,,y,1.0,straight up,,y,1.0,,black/yellow,n,,,,n,,,,n,,,,n,,,,,,,,,4,"Pennsylvania Ave. (2,3,4,5)",570 PENNSYLVANIA AVE Brooklyn NY 11207,BK,11207.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.66329959999999, -73.894009]", -73.894009,40.66329959999999
225,225,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,"Pennsylvania Ave. (2,3,4,5)",604 WYONA ST Brooklyn NY 11207,BK,11207.0,y,n,,,,y,2.0,"palma, pink duchess",,y,3.0,"dp purple, dp zero, dp kush",,n,,,,y,2.0,"sweet, og kush",,n,,,,y,5.0,"sweet, blue mystiq, purple wave, white grape",,n,,,,n,,,,"bluntville, backwoods",5.0,"palma, piff, sweet aromatic",,,,"Pennsylvania Ave. (2,3,4,5)",604 WYONA ST Brooklyn NY 11207,BK,11207.0,Y,N,,,,Y,2.0,"1 PINK DUTCHESS, PALMA",,N,,,,N,,,,N,,,,N,,,,Y,3.0,,"GREEN, BLUE, RED",Y,2.0,"GOLD, PIFF",,N,,,,N,,,,2,,"[40.66376959999999, -73.8910077]", -73.8910077,40.66376959999999
226,226,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,"Pennsylvania Ave. (2,3,4,5)",618 LIVONIA AVE Brooklyn NY 11207,BK,11207.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Pennsylvania Ave. (2,3,4,5)",618 LIVONIA AVE Brooklyn NY 11207,BK,11207.0,Y,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,JUICY J( tobacco paper),,"GRAPE, BANANA, COTTON CANDY, COCONUT, RASPBERRY",,,,"[40.6645488, -73.89442760000001]", -73.89442760000001,40.6645488
227,227,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,"Pennsylvania Ave. (2,3,4,5)",666 DUMONT AVE Brooklyn NY 11207,BK,11207.0,y,n,,,,n,,,,y,4.0,"dp purple, dp kush, dp zero",,y,1.0,straight up,,y,5.0,"og kush, palma, buzz, poco loco, white grape",,n,,,,n,,,,n,,,,n,,,,"bluntville, backwoods",3.0,"palma, piff, sweet aromatic",,,4,"Pennsylvania Ave. (2,3,4,5)",666 DUMONT AVE Brooklyn NY 11207,BK,11207.0,Y,N,,,,N,,,,Y,4.0,,"3 PURPLE, 1 SILVER",N,,,,Y,3.0,,"RED /GREEN,YELLOW /BLACK,LIME -GREEN YELLOW /BLACK",N,,,,N,,,,Y,2.0,"GOLD, PIFF",,N,,,,N,,,,,,"[40.6662586, -73.8940776]", -73.8940776,40.6662586
